i,c16,i,i,i,i
75,Iron,5800,29,2,10
75,Copper,7500,5,5,11
75,Marble,9200,92,1,5
75,Sandstone,180000,90,6,4
75,Iron,375000,75,7,10
75,Iron,43500,29,5,15
75,Aluminum,9600,48,2,19
75,Aluminum,6200,31,2,2
75,Sandstone,34000,68,3,9
75,Sandstone,35000,70,3,8
75,Sandstone,12000,12,4,8
75,Sandstone,22500,45,3,18
75,Iron,275000,55,7,7
75,Aluminum,40000,80,3,7
75,Sandstone,6700,67,1,20
75,Sandstone,10000,5,6,15
75,Sandstone,6000,30,2,10
75,Gold,82500,55,5,16
75,Gold,46000,46,4,12
75,Marble,9600,96,1,7
75,Iron,37000,37,4,20
75,Marble,7600,38,2,15
75,Aluminum,315000,63,7,16
75,Gold,5000,10,3,7
75,Copper,440000,88,7,19
75,Sandstone,45000,90,3,5
75,Sandstone,31500,21,5,13
75,Copper,395000,79,7,15
75,Copper,9400,94,1,3
75,Sandstone,28500,57,3,4
75,Sandstone,11800,59,2,8
75,Sandstone,140000,70,6,8
75,Aluminum,132000,88,5,15
75,Marble,89000,89,4,20
75,Iron,13200,66,2,18
75,Aluminum,495000,99,7,16
75,Marble,175000,35,7,1
75,Gold,40500,81,3,7
75,Marble,147000,98,5,5
75,Iron,200000,40,7,1
75,Aluminum,5000,10,3,16
75,Sandstone,295000,59,7,17
75,Sandstone,136500,91,5,12
75,Aluminum,118000,59,6,6
75,Marble,19600,98,2,9
75,Iron,18600,93,2,11
75,Copper,315000,63,7,6
75,Sandstone,83000,83,4,7
75,Copper,41000,82,3,13
75,Copper,52500,35,5,5
75,Gold,14600,73,2,3
75,Marble,22500,45,3,20
75,Iron,71000,71,4,10
75,Sandstone,7800,39,2,8
75,Iron,10500,7,5,19
75,Gold,190000,38,7,6
75,Aluminum,74000,74,4,4
75,Copper,90000,60,5,1
75,Aluminum,144000,72,6,10
75,Copper,70500,47,5,13
75,Iron,360000,72,7,7
75,Copper,10500,21,3,4
75,Copper,148500,99,5,8
75,Marble,500000,100,7,1
75,Gold,245000,49,7,19
75,Aluminum,22500,15,5,9
75,Marble,117000,78,5,6
75,Copper,22000,44,3,1
75,Gold,28000,28,4,17
75,Copper,2400,12,2,2
75,Marble,15000,75,2,15
75,Iron,6500,13,3,15
75,Aluminum,115000,23,7,9
75,Copper,63000,42,5,15
75,Copper,6800,34,2,10
75,Sandstone,8000,80,1,11
75,Gold,115500,77,5,18
75,Iron,280000,56,7,10
75,Gold,14000,28,3,14
75,Gold,190000,95,6,7
75,Aluminum,38000,76,3,14
75,Marble,10500,7,5,5
75,Copper,17000,17,4,17
75,Marble,44000,44,4,7
75,Iron,1900,19,1,10
75,Iron,35000,35,4,6
75,Iron,30000,60,3,20
75,Sandstone,47500,95,3,8
75,Copper,2300,23,1,1
75,Copper,420000,84,7,1
75,Aluminum,8500,85,1,17
75,Iron,260000,52,7,15
75,Copper,82000,82,4,17
75,Aluminum,122000,61,6,16
75,Copper,2500,25,1,16
75,Aluminum,14800,74,2,9
75,Marble,9000,18,3,4
75,Marble,146000,73,6,15
75,Copper,114000,76,5,1
75,Gold,5300,53,1,1
75,Iron,79500,53,5,4
75,Marble,121500,81,5,8
75,Marble,145000,29,7,3
75,Gold,315000,63,7,8
75,Aluminum,95000,19,7,13
75,Copper,7200,36,2,17
75,Sandstone,16500,33,3,13
75,Sandstone,12000,8,5,15
75,Aluminum,44000,88,3,3
75,Iron,12800,64,2,7
75,Iron,64000,32,6,9
75,Copper,126000,84,5,17
75,Copper,13600,68,2,4
75,Sandstone,6700,67,1,11
75,Iron,1800,18,1,13
75,Aluminum,52000,26,6,1
75,Sandstone,8900,89,1,17
75,Sandstone,6800,34,2,3
75,Aluminum,4100,41,1,4
75,Gold,16000,32,3,7
75,Aluminum,21000,21,4,3
75,Sandstone,136500,91,5,13
75,Aluminum,260000,52,7,1
75,Aluminum,96000,48,6,1
75,Sandstone,14000,70,2,13
75,Iron,7500,15,3,19
75,Marble,200000,40,7,13
75,Marble,150000,30,7,15
75,Sandstone,150000,75,6,13
75,Aluminum,91500,61,5,17
75,Gold,10200,51,2,17
75,Aluminum,10600,53,2,19
75,Marble,6600,66,1,1
75,Marble,150000,100,5,20
75,Copper,25500,17,5,13
75,Aluminum,3500,35,1,16
75,Marble,18000,12,5,13
75,Iron,11200,56,2,5
75,Iron,37000,74,3,10
75,Sandstone,37500,25,5,14
75,Sandstone,39000,78,3,6
75,Gold,158000,79,6,20
75,Marble,70500,47,5,11
75,Marble,83000,83,4,18
75,Marble,99000,99,4,2
75,Gold,45000,30,5,9
75,Aluminum,3000,6,3,16
75,Iron,66000,33,6,9
75,Gold,4700,47,1,2
75,Gold,3000,15,2,19
75,Sandstone,73500,49,5,8
75,Copper,380000,76,7,20
75,Copper,61000,61,4,12
75,Copper,60000,30,6,12
75,Aluminum,111000,74,5,14
75,Aluminum,1500,1,5,19
75,Marble,3500,7,3,6
75,Gold,168000,84,6,8
75,Marble,96000,64,5,3
75,Copper,39500,79,3,13
75,Iron,5800,29,2,12
75,Iron,3500,7,3,6
75,Gold,33000,66,3,5
75,Marble,12200,61,2,13
75,Gold,138000,69,6,9
75,Marble,9000,90,1,17
75,Aluminum,18000,90,2,4
75,Iron,10400,52,2,12
75,Aluminum,141000,94,5,19
75,Gold,9000,9,4,14
75,Aluminum,425000,85,7,17
75,Gold,34000,68,3,8
75,Sandstone,3400,17,2,4
75,Iron,10000,20,3,8
75,Marble,22000,44,3,17
75,Iron,138000,69,6,11
75,Aluminum,2600,26,1,18
75,Marble,5500,11,3,13
75,Copper,57000,57,4,2
75,Marble,8000,8,4,15
75,Sandstone,22500,45,3,7
75,Sandstone,13200,66,2,15
75,Sandstone,1600,16,1,12
75,Marble,200,2,1,16
75,Aluminum,103500,69,5,14
75,Aluminum,19000,38,3,9
75,Marble,3200,32,1,2
75,Sandstone,215000,43,7,9
75,Aluminum,3500,35,1,12
75,Sandstone,365000,73,7,20
75,Copper,7300,73,1,2
75,Gold,15800,79,2,9
75,Sandstone,48000,48,4,7
75,Copper,435000,87,7,3
75,Marble,16500,33,3,15
75,Gold,47000,47,4,14
75,Iron,6200,31,2,15
75,Sandstone,136500,91,5,15
75,Gold,94000,94,4,5
75,Aluminum,15000,10,5,12
75,Marble,27000,27,4,16
75,Gold,4000,8,3,14
75,Marble,9800,49,2,15
75,Sandstone,123000,82,5,3
75,Marble,16500,11,5,2
75,Marble,30000,30,4,9
75,Iron,19000,95,2,13
75,Sandstone,41000,41,4,11
75,Gold,34000,68,3,10
75,Aluminum,5200,26,2,16
75,Aluminum,1000,10,1,15
75,Iron,56000,56,4,4
75,Gold,21000,21,4,4
75,Copper,18800,94,2,7
75,Copper,5000,1,7,1
75,Iron,30500,61,3,17
75,Copper,130500,87,5,19
75,Marble,136000,68,6,11
75,Sandstone,32500,65,3,4
75,Copper,78000,52,5,12
75,Aluminum,25000,50,3,13
75,Iron,4700,47,1,1
75,Copper,20000,100,2,17
75,Sandstone,15400,77,2,4
75,Aluminum,5800,58,1,6
75,Iron,1500,3,3,18
75,Sandstone,65000,65,4,6
75,Aluminum,7200,36,2,16
75,Gold,8500,17,3,4
75,Iron,46000,46,4,19
75,Aluminum,3900,39,1,14
75,Marble,25500,51,3,5
75,Gold,9900,99,1,1
75,Copper,27000,18,5,1
75,Gold,4300,43,1,2
75,Gold,18000,90,2,13
75,Gold,9000,6,5,4
75,Sandstone,60000,40,5,10
75,Aluminum,1900,19,1,6
75,Iron,2500,5,3,11
75,Aluminum,9200,92,1,19
75,Marble,76500,51,5,8
75,Aluminum,180000,36,7,11
75,Gold,290000,58,7,8
75,Marble,18800,94,2,4
75,Copper,19200,96,2,1
75,Sandstone,1800,9,2,8
75,Aluminum,2200,11,2,10
75,Aluminum,39000,78,3,5
75,Copper,2700,27,1,12
75,Marble,6900,69,1,2
75,Marble,36000,72,3,17
75,Gold,22000,44,3,15
75,Aluminum,92000,46,6,13
75,Sandstone,12000,12,4,19
75,Sandstone,7300,73,1,1
75,Sandstone,184000,92,6,11
75,Sandstone,14000,70,2,14
75,Sandstone,24000,16,5,14
75,Copper,87000,58,5,13
75,Gold,1100,11,1,20
75,Gold,16500,11,5,11
75,Marble,360000,72,7,17
75,Gold,9700,97,1,5
75,Copper,42000,84,3,6
75,Marble,25000,50,3,3
75,Aluminum,1800,18,1,1
75,Copper,11400,57,2,2
75,Sandstone,25000,50,3,15
75,Aluminum,6300,63,1,12
75,Sandstone,335000,67,7,15
75,Marble,136500,91,5,11
75,Marble,38000,38,4,16
75,Copper,116000,58,6,13
75,Marble,365000,73,7,14
75,Copper,4300,43,1,8
75,Sandstone,435000,87,7,20
75,Copper,18000,18,4,4
75,Aluminum,3500,35,1,17
75,Sandstone,25500,51,3,19
75,Gold,380000,76,7,17
75,Aluminum,2200,22,1,7
75,Copper,6400,32,2,17
75,Gold,2400,24,1,8
75,Iron,59000,59,4,14
75,Aluminum,425000,85,7,18
75,Marble,62000,62,4,11
75,Sandstone,16500,11,5,17
75,Iron,118500,79,5,5
75,Iron,93000,93,4,18
75,Aluminum,49000,98,3,10
75,Iron,9600,96,1,13
75,Gold,7500,5,5,6
75,Iron,2200,22,1,20
75,Marble,36000,18,6,11
75,Iron,45000,9,7,15
75,Marble,62000,31,6,17
75,Aluminum,118000,59,6,18
75,Sandstone,76500,51,5,9
75,Gold,330000,66,7,6
75,Marble,19800,99,2,5
75,Marble,23000,46,3,19
75,Iron,52500,35,5,17
75,Copper,31500,63,3,16
75,Aluminum,94000,94,4,12
75,Iron,42000,28,5,14
75,Iron,8700,87,1,6
75,Marble,500,1,3,1
75,Marble,41000,41,4,17
75,Iron,61000,61,4,8
75,Sandstone,6200,62,1,11
75,Iron,78000,52,5,17
75,Copper,19500,39,3,16
75,Marble,82500,55,5,12
75,Aluminum,42000,21,6,6
75,Marble,215000,43,7,15
75,Marble,111000,74,5,19
75,Marble,54000,54,4,20
75,Gold,120000,24,7,6
76,Copper,425000,85,7,20
76,Marble,9000,45,2,4
76,Gold,18400,92,2,20
76,Iron,415000,83,7,10
76,Gold,16400,82,2,12
76,Copper,42000,42,4,5
76,Marble,185000,37,7,8
76,Aluminum,37500,75,3,14
76,Marble,26500,53,3,18
76,Copper,18400,92,2,4
76,Aluminum,36000,36,4,19
76,Copper,490000,98,7,12
76,Aluminum,3200,16,2,11
76,Aluminum,49000,49,4,3
76,Sandstone,17000,85,2,6
76,Marble,172000,86,6,10
76,Sandstone,5600,56,1,17
76,Copper,36000,36,4,15
76,Copper,178000,89,6,4
76,Copper,295000,59,7,1
76,Copper,85000,17,7,12
76,Aluminum,70500,47,5,10
76,Marble,255000,51,7,17
76,Copper,12000,6,6,15
76,Marble,11000,11,4,19
76,Copper,65000,65,4,1
76,Aluminum,112500,75,5,17
76,Aluminum,315000,63,7,17
76,Sandstone,2600,13,2,14
76,Sandstone,18000,90,2,14
76,Aluminum,42000,84,3,20
76,Marble,40500,27,5,17
76,Aluminum,5400,27,2,10
76,Copper,150000,75,6,19
76,Iron,3800,38,1,4
76,Copper,64500,43,5,16
76,Marble,240000,48,7,6
76,Copper,2900,29,1,13
76,Gold,8000,8,4,12
76,Sandstone,30000,20,5,4
76,Iron,9000,9,4,8
76,Aluminum,9400,94,1,1
76,Gold,22500,15,5,14
76,Iron,1500,15,1,7
76,Copper,8800,44,2,11
76,Copper,66000,44,5,20
76,Iron,4100,41,1,18
76,Marble,32500,65,3,15
76,Copper,52000,52,4,20
76,Sandstone,36000,24,5,7
76,Aluminum,8400,84,1,8
76,Marble,255000,51,7,11
76,Sandstone,485000,97,7,16
76,Gold,48000,48,4,9
76,Copper,135000,27,7,9
76,Aluminum,42500,85,3,8
76,Gold,130000,26,7,4
76,Aluminum,139500,93,5,15
76,Iron,2200,11,2,6
76,Copper,18000,90,2,4
76,Iron,1900,19,1,8
76,Aluminum,7800,39,2,7
76,Gold,72000,36,6,19
76,Copper,8400,84,1,7
76,Gold,10400,52,2,12
76,Sandstone,410000,82,7,7
76,Gold,32000,64,3,7
76,Iron,99000,66,5,15
76,Gold,14000,70,2,7
76,Gold,81000,54,5,2
76,Iron,90000,90,4,6
76,Aluminum,80000,80,4,12
76,Sandstone,16600,83,2,5
76,Iron,19500,13,5,11
76,Aluminum,32000,64,3,13
76,Sandstone,2800,14,2,19
76,Aluminum,6100,61,1,16
76,Marble,37500,25,5,1
76,Sandstone,290000,58,7,17
76,Aluminum,385000,77,7,13
76,Aluminum,13600,68,2,4
76,Copper,62000,31,6,11
76,Gold,2200,22,1,10
76,Copper,170000,34,7,14
76,Gold,20000,4,7,5
76,Marble,1000,2,3,12
76,Iron,2700,27,1,11
76,Sandstone,8500,85,1,8
76,Gold,87000,58,5,1
76,Iron,18800,94,2,12
76,Gold,102000,51,6,5
76,Aluminum,99000,99,4,19
76,Copper,160000,80,6,7
76,Gold,192000,96,6,19
76,Iron,1900,19,1,6
76,Gold,24000,48,3,4
76,Sandstone,7500,5,5,2
76,Gold,4600,46,1,16
76,Aluminum,2000,1,6,19
76,Marble,35500,71,3,9
76,Sandstone,3000,3,4,6
76,Aluminum,12500,25,3,16
76,Marble,16800,84,2,3
76,Gold,87000,58,5,12
76,Gold,130000,65,6,15
76,Copper,68000,34,6,8
76,Iron,455000,91,7,10
76,Sandstone,41500,83,3,10
76,Iron,18000,18,4,14
76,Marble,36500,73,3,18
76,Gold,27000,18,5,3
76,Iron,800,4,2,11
76,Iron,6100,61,1,7
76,Sandstone,142500,95,5,9
76,Sandstone,3700,37,1,8
76,Sandstone,88000,44,6,18
76,Aluminum,46500,93,3,10
76,Aluminum,72000,36,6,19
76,Aluminum,92000,92,4,16
76,Copper,90000,18,7,8
76,Aluminum,104000,52,6,18
76,Gold,46500,93,3,12
76,Gold,126000,84,5,1
76,Sandstone,105000,21,7,10
76,Iron,110000,55,6,7
76,Gold,2600,13,2,3
76,Gold,8600,86,1,15
76,Copper,275000,55,7,6
76,Marble,15400,77,2,13
76,Sandstone,8000,40,2,2
76,Aluminum,15500,31,3,10
76,Gold,87000,87,4,11
76,Aluminum,96000,96,4,15
76,Gold,45000,9,7,11
76,Gold,10000,2,7,12
76,Marble,19800,99,2,13
76,Marble,120000,60,6,7
76,Copper,34000,17,6,8
76,Iron,300,3,1,7
76,Iron,210000,42,7,18
76,Aluminum,56000,56,4,16
76,Sandstone,470000,94,7,8
76,Marble,28000,56,3,20
76,Iron,20000,10,6,20
76,Iron,14600,73,2,10
76,Aluminum,84000,84,4,12
76,Sandstone,130500,87,5,14
76,Marble,4400,22,2,5
76,Copper,120000,24,7,19
76,Aluminum,158000,79,6,5
76,Marble,440000,88,7,5
76,Gold,2800,28,1,19
76,Gold,1200,6,2,9
76,Iron,112500,75,5,18
76,Copper,9600,96,1,11
76,Marble,97000,97,4,1
76,Iron,7100,71,1,10
76,Copper,132000,88,5,9
76,Gold,128000,64,6,2
76,Sandstone,70000,14,7,2
76,Gold,63000,42,5,15
76,Copper,13000,13,4,16
76,Aluminum,1200,12,1,8
76,Marble,4300,43,1,3
76,Aluminum,10000,2,7,8
76,Copper,8600,43,2,20
76,Copper,57000,57,4,20
76,Gold,60000,12,7,11
76,Sandstone,106000,53,6,9
76,Marble,6600,66,1,1
76,Iron,12600,63,2,18
76,Aluminum,2000,20,1,10
76,Iron,50000,50,4,6
76,Copper,4000,8,3,5
76,Marble,81000,54,5,15
76,Iron,200,1,2,5
76,Copper,1000,5,2,8
76,Aluminum,9000,18,3,15
76,Copper,84000,56,5,17
76,Marble,145500,97,5,14
76,Aluminum,91000,91,4,13
76,Sandstone,87000,87,4,9
76,Marble,5600,28,2,11
76,Iron,355000,71,7,6
76,Iron,480000,96,7,20
76,Marble,20000,20,4,2
76,Aluminum,4400,44,1,16
76,Aluminum,136000,68,6,17
76,Aluminum,4700,47,1,10
76,Sandstone,48000,48,4,7
76,Marble,55000,11,7,1
76,Gold,36000,72,3,19
76,Copper,455000,91,7,12
76,Marble,280000,56,7,2
76,Sandstone,96000,96,4,13
76,Sandstone,4000,40,1,20
76,Copper,21000,14,5,7
76,Aluminum,90000,45,6,11
76,Gold,6000,12,3,6
76,Gold,14200,71,2,19
76,Gold,4000,20,2,12
76,Gold,60000,30,6,10
76,Sandstone,10000,5,6,3
76,Iron,5600,56,1,7
76,Iron,5600,56,1,16
76,Gold,39000,26,5,16
76,Aluminum,92000,92,4,19
76,Copper,54000,36,5,2
76,Sandstone,3800,38,1,7
76,Copper,15000,75,2,20
76,Marble,13500,27,3,10
76,Gold,18200,91,2,20
76,Aluminum,66000,44,5,5
76,Iron,6600,66,1,8
76,Gold,465000,93,7,19
76,Gold,1600,8,2,3
76,Aluminum,220000,44,7,10
76,Aluminum,17500,35,3,7
76,Copper,57000,38,5,8
76,Gold,8300,83,1,3
76,Sandstone,36000,18,6,1
76,Aluminum,480000,96,7,1
76,Copper,22500,15,5,6
76,Marble,4000,8,3,12
76,Copper,67500,45,5,7
76,Gold,154000,77,6,5
76,Copper,45000,30,5,4
76,Marble,8100,81,1,6
76,Marble,7500,15,3,7
76,Sandstone,430000,86,7,20
76,Iron,99000,66,5,10
76,Iron,155000,31,7,5
76,Marble,106500,71,5,15
76,Aluminum,7500,75,1,20
76,Aluminum,34500,69,3,7
76,Copper,55500,37,5,20
76,Iron,116000,58,6,11
76,Copper,60000,30,6,11
76,Marble,7000,70,1,11
76,Marble,25500,51,3,20
76,Copper,180000,36,7,2
76,Marble,136500,91,5,5
76,Sandstone,3600,36,1,20
76,Gold,68000,34,6,6
76,Copper,445000,89,7,12
76,Iron,4000,20,2,12
76,Copper,138000,92,5,6
76,Sandstone,7700,77,1,18
76,Copper,129000,86,5,1
76,Aluminum,103500,69,5,19
76,Aluminum,7500,15,3,16
76,Aluminum,13000,26,3,18
76,Copper,4300,43,1,6
76,Aluminum,26500,53,3,19
76,Gold,2200,11,2,14
76,Marble,31000,62,3,18
76,Iron,125000,25,7,8
76,Aluminum,2800,28,1,16
76,Iron,4800,24,2,19
76,Marble,21500,43,3,19
76,Aluminum,129000,86,5,1
76,Sandstone,4600,46,1,14
76,Marble,32500,65,3,12
76,Marble,18000,12,5,13
76,Sandstone,4000,4,4,13
76,Iron,11600,58,2,7
76,Aluminum,115000,23,7,19
76,Aluminum,7400,37,2,1
76,Iron,1400,7,2,19
76,Aluminum,1400,14,1,13
76,Iron,320000,64,7,5
76,Iron,29000,58,3,4
76,Sandstone,49000,98,3,17
76,Copper,6000,6,4,20
76,Iron,39000,78,3,16
76,Marble,85000,85,4,9
76,Sandstone,15500,31,3,9
76,Aluminum,92000,46,6,1
76,Iron,400000,80,7,17
76,Aluminum,175000,35,7,12
76,Aluminum,15200,76,2,8
76,Aluminum,7800,78,1,5
76,Iron,126000,84,5,2
76,Aluminum,5200,26,2,12
76,Copper,19800,99,2,18
76,Sandstone,4400,44,1,16
76,Copper,6200,62,1,19
76,Copper,178000,89,6,13
76,Iron,200000,100,6,14
76,Aluminum,7500,75,1,5
76,Copper,5000,5,4,7
76,Iron,56000,56,4,16
76,Sandstone,32000,16,6,15
76,Sandstone,145500,97,5,2
76,Aluminum,600,3,2,1
76,Copper,10500,7,5,7
76,Iron,7100,71,1,16
76,Sandstone,7700,77,1,16
76,Marble,45500,91,3,13
76,Copper,106000,53,6,7
76,Aluminum,106000,53,6,18
76,Copper,138000,92,5,5
76,Iron,445000,89,7,14
76,Aluminum,90000,18,7,18
76,Aluminum,36000,72,3,11
76,Gold,9800,98,1,20
76,Copper,78000,39,6,16
76,Marble,85000,85,4,7
76,Iron,2500,25,1,12
76,Marble,40000,20,6,5
76,Iron,44500,89,3,13
76,Aluminum,176000,88,6,3
76,Marble,7500,5,5,8
76,Iron,12200,61,2,2
76,Copper,5100,51,1,8
76,Copper,400,4,1,7
76,Marble,5500,55,1,16
76,Copper,12500,25,3,10
76,Gold,7400,37,2,2
76,Sandstone,3700,37,1,11
76,Iron,13500,27,3,8
76,Sandstone,12400,62,2,10
76,Gold,210000,42,7,2
76,Iron,12000,8,5,17
76,Marble,5500,55,1,20
76,Iron,40500,27,5,6
76,Copper,82000,82,4,3
76,Gold,98000,49,6,5
76,Marble,425000,85,7,15
76,Marble,73500,49,5,8
76,Marble,12000,12,4,12
76,Marble,80000,16,7,17
76,Copper,2900,29,1,20
76,Iron,2200,11,2,18
76,Copper,76500,51,5,3
76,Gold,31000,62,3,1
76,Iron,28000,14,6,7
76,Iron,220000,44,7,6
76,Gold,12000,24,3,7
76,Gold,49000,98,3,8
76,Sandstone,20500,41,3,7
76,Sandstone,9800,49,2,15
76,Gold,97000,97,4,8
76,Iron,12600,63,2,9
76,Sandstone,46000,23,6,16
76,Sandstone,54000,54,4,8
76,Sandstone,25000,5,7,14
76,Gold,2400,24,1,11
76,Aluminum,190000,95,6,18
76,Marble,48000,48,4,7
76,Marble,21000,21,4,20
76,Aluminum,36000,36,4,6
76,Gold,112500,75,5,17
76,Iron,105000,21,7,5
76,Sandstone,18000,9,6,20
76,Iron,10200,51,2,1
76,Iron,3000,3,4,19
76,Iron,28500,19,5,14
76,Sandstone,162000,81,6,18
76,Iron,105000,70,5,17
76,Aluminum,30000,30,4,10
76,Copper,39000,26,5,18
76,Marble,42000,21,6,18
76,Iron,14200,71,2,19
76,Sandstone,15600,78,2,11
76,Marble,11000,55,2,13
76,Aluminum,93000,62,5,4
76,Sandstone,33000,33,4,14
76,Gold,3800,38,1,11
76,Marble,32000,32,4,17
76,Copper,115000,23,7,3
76,Marble,11600,58,2,10
76,Copper,1600,8,2,9
76,Marble,2500,25,1,19
76,Iron,19500,13,5,11
76,Marble,43500,87,3,2
76,Marble,9800,49,2,6
76,Sandstone,3000,6,3,20
76,Iron,24000,24,4,7
76,Iron,63000,63,4,19
76,Iron,16500,33,3,2
76,Gold,83000,83,4,20
76,Copper,490000,98,7,7
76,Copper,470000,94,7,6
76,Gold,34000,34,4,5
76,Iron,3100,31,1,7
76,Sandstone,144000,96,5,19
76,Marble,11000,22,3,20
76,Iron,150000,30,7,13
76,Copper,158000,79,6,20
76,Iron,22500,15,5,16
76,Marble,172000,86,6,6
76,Aluminum,126000,84,5,1
76,Marble,3300,33,1,8
76,Aluminum,26000,26,4,15
76,Aluminum,5900,59,1,11
76,Aluminum,60000,60,4,1
76,Gold,49500,99,3,16
76,Gold,136500,91,5,18
76,Iron,178000,89,6,7
76,Marble,285000,57,7,2
76,Marble,5000,5,4,16
76,Marble,37500,25,5,12
76,Sandstone,79500,53,5,13
76,Gold,154000,77,6,3
76,Gold,5100,51,1,9
76,Gold,11600,58,2,1
76,Sandstone,360000,72,7,2
76,Sandstone,1700,17,1,15
76,Aluminum,150000,30,7,10
76,Marble,13600,68,2,2
76,Iron,13000,26,3,12
76,Iron,58000,29,6,5
76,Marble,37000,74,3,6
76,Aluminum,40000,20,6,6
76,Marble,1800,18,1,6
76,Marble,97500,65,5,18
76,Iron,36000,72,3,14
76,Gold,11000,11,4,15
76,Gold,250000,50,7,11
76,Aluminum,141000,94,5,10
76,Iron,80000,40,6,2
76,Gold,158000,79,6,7
76,Copper,4600,46,1,1
76,Aluminum,24000,48,3,7
76,Gold,45000,45,4,12
76,Sandstone,7300,73,1,19
76,Gold,440000,88,7,19
76,Iron,48000,96,3,7
76,Marble,92000,46,6,19
76,Sandstone,5800,58,1,8
76,Iron,148000,74,6,10
76,Aluminum,400,2,2,8
76,Gold,15000,10,5,13
76,Iron,142500,95,5,11
76,Aluminum,9800,98,1,9
76,Marble,27000,54,3,9
76,Marble,37500,75,3,14
76,Iron,2000,2,4,19
76,Aluminum,92000,46,6,6
76,Aluminum,295000,59,7,7
76,Gold,700,7,1,19
76,Marble,155000,31,7,15
76,Iron,7700,77,1,8
76,Gold,30000,30,4,10
76,Copper,194000,97,6,14
76,Sandstone,10000,100,1,17
76,Gold,186000,93,6,11
76,Gold,3800,19,2,7
76,Aluminum,490000,98,7,13
76,Marble,12000,8,5,5
76,Marble,5200,52,1,11
76,Marble,18400,92,2,14
76,Copper,18000,9,6,17
76,Copper,138000,69,6,7
76,Aluminum,8400,42,2,19
76,Aluminum,10600,53,2,13
76,Gold,125000,25,7,2
76,Copper,178000,89,6,2
76,Sandstone,6300,63,1,18
76,Copper,142000,71,6,1
76,Marble,17000,17,4,18
76,Copper,19400,97,2,13
76,Aluminum,200000,40,7,4
76,Marble,37000,74,3,7
76,Iron,15000,3,7,8
76,Gold,100000,50,6,6
76,Gold,4800,24,2,9
76,Copper,154000,77,6,5
76,Gold,174000,87,6,10
76,Copper,12400,62,2,14
76,Marble,8000,4,6,8
76,Marble,4000,8,3,16
76,Sandstone,93000,62,5,1
76,Iron,20000,40,3,5
76,Sandstone,8000,40,2,19
76,Gold,35000,7,7,14
76,Marble,43500,87,3,7
76,Marble,84000,56,5,15
76,Marble,1400,7,2,20
76,Aluminum,5600,56,1,20
76,Sandstone,55000,55,4,11
76,Aluminum,5800,29,2,2
76,Gold,54000,54,4,1
76,Aluminum,5000,5,4,18
76,Copper,72000,72,4,15
76,Aluminum,29000,58,3,1
76,Aluminum,2200,22,1,17
76,Aluminum,2000,4,3,4
77,Gold,41000,41,4,5
77,Sandstone,72000,36,6,1
77,Marble,10500,21,3,10
77,Gold,14000,14,4,12
77,Marble,82000,82,4,6
77,Sandstone,275000,55,7,10
77,Iron,5600,56,1,6
77,Sandstone,178000,89,6,14
77,Sandstone,13200,66,2,19
77,Iron,165000,33,7,7
77,Gold,48000,24,6,15
77,Marble,127500,85,5,16
77,Gold,1500,15,1,5
77,Gold,9000,18,3,2
77,Marble,128000,64,6,9
77,Iron,1000,10,1,9
77,Gold,102000,51,6,2
77,Sandstone,36000,18,6,19
77,Aluminum,405000,81,7,16
77,Aluminum,400,2,2,16
77,Sandstone,9000,9,4,18
77,Sandstone,96000,64,5,15
77,Aluminum,3400,34,1,14
77,Marble,220000,44,7,17
77,Gold,8400,42,2,14
77,Iron,1000,5,2,17
77,Aluminum,38500,77,3,16
77,Marble,410000,82,7,7
77,Aluminum,390000,78,7,13
77,Sandstone,4500,3,5,15
77,Copper,4000,20,2,16
77,Marble,95000,19,7,10
77,Iron,44000,88,3,9
77,Iron,96000,64,5,20
77,Aluminum,410000,82,7,14
77,Marble,1900,19,1,1
77,Iron,3300,33,1,7
77,Gold,150000,75,6,5
77,Gold,194000,97,6,4
77,Aluminum,200000,100,6,13
77,Gold,44000,88,3,6
77,Gold,52000,52,4,4
77,Gold,6000,3,6,9
77,Copper,10000,20,3,2
77,Marble,13000,65,2,16
77,Marble,46000,23,6,2
77,Iron,85000,85,4,19
77,Sandstone,295000,59,7,6
77,Iron,465000,93,7,2
77,Iron,320000,64,7,1
77,Aluminum,1900,19,1,20
77,Iron,445000,89,7,3
77,Iron,83000,83,4,3
77,Gold,140000,70,6,2
77,Gold,15000,75,2,1
77,Aluminum,160000,32,7,14
77,Sandstone,37000,74,3,8
77,Iron,42000,42,4,15
77,Marble,94000,47,6,10
77,Sandstone,160000,80,6,12
77,Iron,20000,4,7,2
77,Marble,29000,29,4,5
77,Aluminum,56000,28,6,2
77,Gold,9000,90,1,14
77,Copper,410000,82,7,9
77,Aluminum,25000,25,4,8
77,Gold,12000,24,3,18
77,Aluminum,14000,7,6,2
77,Sandstone,3500,7,3,5
77,Sandstone,3200,16,2,4
77,Sandstone,9300,93,1,19
77,Aluminum,70500,47,5,18
77,Iron,7500,75,1,7
77,Copper,96000,48,6,19
77,Marble,13500,9,5,14
77,Aluminum,186000,93,6,7
77,Gold,1600,8,2,11
77,Sandstone,23000,46,3,9
77,Copper,295000,59,7,16
77,Aluminum,97500,65,5,9
77,Copper,78000,39,6,2
77,Aluminum,7000,7,4,14
77,Copper,19000,38,3,20
77,Aluminum,148000,74,6,3
